2019.07.12,75600,75800,74700,236650,75700,200
2019.07.11,74000,75500,74000,5111929,75500,2600
2019.07.10,71500,73400,71000,4346179,72900,3100
2019.07.09,68400,70500,67900,2912514,69800,2400
2019.07.08,66400,68000,66200,2202260,67400,1000
2019.07.05,70300,71000,68400,2043271,68400,1800
2019.07.04,69600,70700,69300,1503707,70200,1100
2019.07.03,71100,71700,69000,2790684,69100,2300
2019.07.02,69700,71700,69100,2495399,71400,1400
2019.06.28,70900,70900,68400,3117569,69500,700
2019.06.27,70100,71600,69700,5361201,70200,1300
2019.06.26,68300,69600,67900,5024201,68900,2200
2019.06.25,66700,67400,66300,1873766,66700,200
2019.06.24,65900,67400,65600,2164462,66900,1000
2019.06.21,67100,67300,65900,2403002,65900,1400
2019.06.20,67200,67400,66200,2773637,67300,100
2019.06.19,65800,67300,65200,6230370,67200,3800
2019.06.18,63800,64200,63300,1549497,63400,300
2019.06.14,63200,64000,62600,3686472,63100,400
2019.06.13,64900,65100,63300,5947811,63500,2200
2019.06.12,66800,67100,65700,2437640,65700,1500
2019.06.11,66900,67800,66700,2429182,67200,400
2019.06.10,66100,67000,65800,3091757,66800,1400
2019.06.07,65200,66000,64600,2355869,65400,300
2019.06.05,66900,67600,64900,4832796,65100,0
2019.06.04,66500,66700,65100,2892681,65100,1500
2019.06.03,65200,67200,64200,4020572,66600,1300
2019.05.30,66300,66900,65800,3023108,65900,200
2019.05.29,65600,66700,64900,6056903,66100,200
2019.05.28,67200,68300,65900,12052399,65900,1000
2019.05.27,67900,68200,66400,2214176,66900,700
2019.05.24,67300,68600,67000,3339145,67600,400
2019.05.23,68400,69100,67300,3108370,68000,900
2019.05.22,71300,71300,68500,3128787,68900,1400
2019.05.21,70500,72200,69700,3893536,70300,600
2019.05.20,71800,72800,70700,1970694,70900,700
2019.05.16,74400,75100,71600,3467027,71900,2600
2019.05.15,74800,75100,73900,2056131,74500,100
2019.05.14,72200,75100,71600,3712697,74600,1100
2019.05.13,73900,75000,72800,3062929,73500,900
2019.05.10,76100,76700,73400,5702537,74400,1600
2019.05.09,79600,79700,75200,5939278,76000,4300
2019.05.08,78700,80500,78000,2731620,80300,400
2019.05.07,79200,80400,78700,2700371,79900,500
2019.05.03,81100,81300,80300,2481811,80400,300
2019.04.30,79400,80700,78100,2960242,79000,1000
2019.04.29,78700,80100,78200,2987384,80000,1400
2019.04.26,78500,79900,77600,5183181,78600,1600
2019.04.25,78400,81500,78100,5586360,80200,1700
2019.04.24,81500,81500,77500,5318487,78500,2500
2019.04.23,81000,81800,80400,1779318,81000,500
2019.04.22,81500,81800,79900,1887109,80500,1300
2019.04.19,80500,82400,80100,3040186,81800,2600
2019.04.18,80800,81200,78500,3295697,79200,1000
2019.04.16,79900,80800,79100,2206997,80400,700
2019.04.15,79000,79900,78600,2019931,79700,1600
2019.04.12,77400,78800,77400,2317264,78100,300
2019.04.11,79200,79500,78000,2614388,78400,200
2019.04.10,76700,78800,76200,2689591,78600,800
2019.04.09,77700,78700,77400,2322860,77800,100
2019.04.08,78900,79200,77600,2663493,77900,1100
2019.04.05,78200,79300,77900,2191720,79000,600
2019.04.04,80400,81400,77800,5436236,78400,1500
2019.04.02,77900,78000,76100,2719440,76400,200
2019.04.01,75600,77100,75500,3579070,76600,2400
2019.03.29,72900,74900,72700,3214170,74200,1900
2019.03.28,72300,73600,71700,2774932,72300,1100
2019.03.27,71800,74100,71200,2744175,73400,700
2019.03.26,72900,73300,71500,2987678,72700,200
2019.03.25,73700,74200,72600,3752230,72900,3200
2019.03.22,78900,78900,75900,5286455,76100,200
2019.03.21,73500,76000,72600,10030131,75900,5400
2019.03.19,67300,68000,66600,2285169,68000,200
2019.03.18,69200,69300,67300,2158588,67800,300
2019.03.15,67400,68700,66700,3645592,68100,800
2019.03.14,67400,67400,66400,3107100,67300,500
2019.03.13,67700,67800,65900,2851596,66800,900
2019.03.12,67700,68600,67500,2753535,67700,1100
2019.03.11,67000,67800,66200,2869008,66600,100
2019.03.08,67900,68200,66200,3571792,66700,1400
2019.03.07,67200,68900,67100,3402570,68100,0
2019.03.05,68300,70000,68300,3465521,69700,400
2019.03.04,70300,71400,69900,4931703,70100,100
2019.02.28,72500,72600,69900,7869451,70000,3700
2019.02.27,75300,75700,73700,2864044,73700,1500
2019.02.26,75000,75900,74100,2483512,75200,200
2019.02.25,77300,77600,74800,2865712,75400,1300
2019.02.22,75600,76700,75300,1882653,76700,0
2019.02.21,75300,77200,74600,2874589,76700,1000
2019.02.20,73700,76000,73600,3134257,75700,2000
2019.02.18,74300,75300,74000,1772434,74700,900
2019.02.15,76800,76900,73800,4154616,73800,3600
2019.02.14,75800,77400,75100,2313376,77400,1200
2019.02.13,77300,77600,76100,2378193,76200,300
2019.02.12,74100,76400,73900,3526701,75900,1800
2019.02.11,73000,74100,72200,3374192,74100,600
2019.02.08,75200,75500,73000,4012485,73500,3200
2019.02.07,77500,78200,76600,4249110,76700,800
2019.02.01,75400,76400,74700,3349965,75900,2000
2019.01.30,73500,76300,73000,5304841,75900,2500
2019.01.29,71400,73800,71000,3368642,73400,1600
2019.01.28,74700,74900,71200,4972189,71800,2800
2019.01.25,71600,74800,71100,7163871,74600,4100
2019.01.24,66900,70500,66900,6914092,70500,3700
2019.01.23,65500,67200,64800,2825017,66800,200
2019.01.22,67900,68000,65700,4047917,66600,400
2019.01.21,65900,67400,65000,3977425,67000,2400
2019.01.18,65000,65700,63900,2263599,64600,300
2019.01.16,63800,64900,62700,2478497,64800,800
2019.01.15,62200,64000,62200,2413868,64000,1900
2019.01.14,64300,65100,62000,3282892,62100,3000
2019.01.11,65400,65900,64200,2890639,65100,200
2019.01.10,64100,65600,64000,6034432,65300,1700
2019.01.09,59600,63800,59400,4928656,63600,4400
2019.01.08,57900,60500,57600,3062192,59200,500
2019.01.07,59000,59700,58400,2273750,58700,400
2019.01.04,57500,58500,56700,3388087,58300,600
2019.01.02,61300,61400,60000,1934295,60600,100
2018.12.28,61700,62300,60500,1647462,60500,1100
2018.12.27,61600,61900,60600,3047798,61600,1500
2018.12.26,59400,60800,59300,2455060,60100,300
2018.12.24,59600,60700,59200,2101703,60400,400
2018.12.21,58200,60500,58200,3946994,60000,1400
2018.12.20,59300,59400,58100,4889709,58600,1700
2018.12.19,60800,61000,59700,3561783,60300,800
2018.12.18,61000,61900,60800,3098206,61100,1100
2018.12.14,65200,65300,61200,5617675,61800,3700
2018.12.13,66300,66400,64800,4062323,65500,700
2018.12.12,65000,66200,64900,2901875,66200,1300
2018.12.11,66000,66600,64800,2457332,64900,600
2018.12.10,65900,65900,64700,2206084,65500,1300
2018.12.07,66700,67400,66600,2590733,66800,800
2018.12.06,67800,68200,65700,3902275,66000,2200
2018.12.05,67200,68800,67200,3008950,68200,800
2018.12.04,69900,70400,68400,3222060,69000,1500
2018.11.30,71500,71600,68800,4167055,69600,1900
2018.11.29,73700,73700,71200,3270078,71500,400
2018.11.28,71000,72000,70700,2441991,71900,1100
2018.11.27,71100,71200,69700,2293763,70800,100
2018.11.26,69200,71300,69000,2361766,70900,1600
2018.11.23,69500,69700,68400,1499166,69300,0
2018.11.22,68100,69700,68000,1966126,69300,1200
2018.11.21,66900,68300,66100,3100596,68100,600
2018.11.20,67000,68200,67000,3325563,67500,2300
2018.11.16,72600,72900,70000,2894513,70100,1700
2018.11.15,70800,71800,70400,1564647,71800,1400
2018.11.14,71400,72100,70200,2783377,70400,1500
2018.11.13,72300,72500,69900,4730929,71900,2600
2018.11.12,72200,74500,71800,3328433,74500,1600
2018.11.09,72400,73600,71900,3414946,72900,0
2018.11.08,72900,73300,72600,3930969,72900,2100
2018.11.07,70400,72300,70100,3770119,70800,700
2018.11.06,70500,70600,69100,2624868,70100,400
2018.11.02,70600,72800,69100,5334082,72600,4300
2018.11.01,68900,69600,67800,3218076,68300,100
2018.10.31,69300,70400,67600,5038931,68200,0
2018.10.30,66000,70900,65900,6101533,68200,1400
2018.10.29,66600,67800,64800,4252977,66800,200
2018.10.26,65100,67100,62900,6211406,67000,2300
2018.10.25,64700,66000,63200,5859332,64700,2000
2018.10.24,69400,69600,65800,5703361,66700,2400
2018.10.23,69600,70000,68600,3175869,69100,900
2018.10.19,68100,70900,67800,2688930,70800,2100
2018.10.18,69600,69900,68700,2849229,68700,1700
2018.10.17,71400,71700,70300,2653053,70400,700
2018.10.16,70300,71000,69600,2211661,69700,600
2018.10.15,71600,71700,69900,3727297,70300,2100
2018.10.12,69200,73200,69200,4882184,72400,3400
2018.10.11,67600,70200,67500,4936490,69000,1300
2018.10.10,70300,71100,69800,4161114,70300,900
2018.10.08,69500,71800,69400,2856291,71200,900
2018.10.04,71700,72200,69800,5778810,70000,1700
2018.10.02,73600,74000,71600,4089558,71700,2000
2018.10.01,74300,74600,73200,2970456,73700,600
2018.09.28,75300,75900,73100,5824873,73100,1900
2018.09.27,75900,75900,74700,5841083,75000,1700
2018.09.21,77100,77500,76300,5678068,76700,2400
2018.09.20,78600,79900,78000,3392490,79100,300
2018.09.19,79400,79700,78400,2912259,78800,800
2018.09.18,76600,78300,76100,2450163,78000,800
2018.09.14,76100,77800,76000,4124842,77700,3200
2018.09.13,74300,75200,73900,5257563,74500,600
2018.09.12,76200,76200,74700,4330147,75100,1500
2018.09.11,76400,77800,76300,3197796,76600,100
2018.09.10,75900,77100,75500,4167711,76500,600
2018.09.07,74500,76200,74100,8388278,75900,2900
2018.09.06,78300,78900,77400,4516654,78800,1200
2018.09.05,80600,81000,79900,2627619,80000,1200
2018.09.04,80600,81600,80200,1903734,81200,600
2018.08.31,81800,83000,81800,2303812,83000,300
2018.08.30,82200,83500,81500,2337573,82700,100
2018.08.29,82500,83300,81600,2330703,82800,400
2018.08.28,84100,84300,81900,4466308,82400,1100
2018.08.27,82100,83800,81600,3070598,83500,1700
2018.08.24,80400,82200,79600,3612709,81800,700
2018.08.23,80300,81300,79300,3272130,81100,1300
2018.08.22,79300,80900,78200,5295710,79800,1400
2018.08.21,74800,78700,74400,5663191,78400,3700
2018.08.17,74400,75500,74100,2647963,74500,200
2018.08.16,73500,75400,72500,5550888,74700,1200
2018.08.14,75900,76600,75500,3206407,75900,500
2018.08.13,74300,75700,74100,3734794,75400,300
2018.08.10,77200,77600,74600,6785694,75100,2900
2018.08.09,80100,80300,77500,5587662,78000,1800
2018.08.08,81500,81600,79400,2804784,79800,900
2018.08.07,80100,80800,79700,3288142,80700,1300
2018.08.06,82200,82300,79300,5910100,79400,3900
2018.08.02,85000,85600,82900,3373964,83200,2400
2018.08.01,85900,86400,85100,2265008,85600,700
2018.07.31,85200,86300,84500,2804543,86300,400
2018.07.30,86200,86400,85100,2301941,85900,200
2018.07.27,83700,86400,83100,4943923,86100,3000
2018.07.26,81300,83800,78600,6218102,83100,2600
2018.07.25,83400,84000,80200,4154596,80500,3100
2018.07.24,82500,83800,81700,4023740,83600,1900
2018.07.23,86300,86400,81200,7076375,81700,6200
2018.07.19,90400,91200,90300,2383489,90300,1000
2018.07.18,89700,91000,89100,1937496,89300,700
2018.07.17,90100,90200,88500,1570129,88600,700
2018.07.16,88700,89300,87800,1896459,89300,500
2018.07.13,86500,90100,86500,4535954,88800,3200
2018.07.12,86800,87000,85400,3032951,85600,1200
2018.07.11,86500,87600,85900,2037358,86800,500
2018.07.10,88400,88600,86700,2002682,87300,300
2018.07.09,85300,87600,85300,2127205,87600,2300
2018.07.05,85000,87300,85000,2059342,86200,1200
2018.07.04,87800,87800,84400,2744382,85000,1100
2018.07.03,85000,86500,84500,2817592,86100,2400
2018.07.02,85000,86000,83400,2033542,83700,2000
2018.06.29,83500,85700,83400,3003603,85700,2200
2018.06.28,83000,84000,82500,3838303,83500,1700
2018.06.27,85700,86400,85200,3798356,85200,900
2018.06.26,82500,84800,82400,5518522,84300,500
2018.06.25,88800,88800,84600,4420542,84800,4700
2018.06.21,88900,89300,87500,3274612,88500,700
2018.06.20,85800,88100,85000,4183210,87800,3700
2018.06.19,84100,86100,83700,3824878,84100,100
2018.06.18,86800,86900,82300,4723914,84000,3000
2018.06.15,87400,87800,86100,2945006,87000,700
2018.06.14,88300,88300,86300,4646948,86300,2100
2018.06.12,89900,90100,88200,1876012,88400,800
2018.06.11,88800,90200,88100,2535933,89200,800
2018.06.08,91000,91000,87600,4579508,88400,2500
2018.06.05,89800,91300,89800,2758383,91000,1200
2018.06.04,91000,92400,89700,3141036,89800,1600
2018.06.01,90800,92200,89600,4790644,91400,2000
2018.05.31,94500,94700,92800,5996671,93400,1600
2018.05.30,94800,95700,92800,3808299,95000,200
2018.05.29,94600,96100,93500,2733549,94800,300
2018.05.28,94600,95600,93700,2505786,94500,700
2018.05.25,94300,97700,93900,4145819,95200,600
2018.05.24,95300,95900,94600,3220029,94600,700
2018.05.21,88400,89400,87400,3262983,89100,1200
2018.05.18,87200,88000,85400,2187789,87900,1200
2018.05.17,88400,88700,86000,2864278,86700,300
2018.05.16,85000,87000,84800,3040180,87000,2400
2018.05.15,86000,86000,83900,2239370,84600,800
2018.05.14,86100,86300,84500,1959236,85400,700
2018.05.11,86600,86800,85400,2107047,86100,300
2018.05.10,85400,85800,84500,3274963,85800,2400
2018.05.09,84300,84700,83100,2284106,83400,100
2018.05.04,83500,84100,82600,2696141,83000,100
2018.05.03,83200,83900,82800,2362792,82900,200
2018.05.02,85900,86000,82900,5444240,83100,1400
2018.04.30,85400,85700,84000,4653153,84500,2600
2018.04.27,88500,88800,86800,4961867,87100,600
2018.04.26,83800,87100,83300,7551747,86500,4100
2018.04.25,81600,83000,80900,3845661,82400,300
2018.04.24,83300,83400,80400,6804182,82100,2300
2018.04.23,83400,85300,83300,3002461,84400,0
2018.04.19,85800,88200,85300,5901782,87900,3300
2018.04.18,84100,85400,83700,3375376,84600,1800
2018.04.17,83900,84000,82300,2501282,82800,1200
2018.04.16,84200,84700,83400,1489091,84000,200
2018.04.13,85000,85900,83900,3032369,84200,200
2018.04.12,81900,85100,81500,5725102,84000,2800
2018.04.11,82400,82400,81000,3053453,81200,800
2018.04.10,80000,80800,79200,2924054,80400,200
2018.04.09,80000,81200,79300,3231256,80600,300
2018.04.05,82200,83200,81200,3255356,82900,2500
2018.04.04,82500,83000,80000,2964537,80400,1400
2018.04.03,80300,81800,78700,3553815,81800,500
2018.04.02,81700,82800,81100,2342407,81300,0
2018.03.30,81200,83300,81100,3681673,81300,1000
2018.03.29,80800,81300,79600,3618849,80300,0
2018.03.28,79900,82200,79600,4820673,80300,1100
2018.03.27,84700,84800,80100,7184488,81400,2600
2018.03.26,82300,84000,81000,6121334,84000,900
2018.03.22,88800,89300,88000,2698169,88600,200
2018.03.21,89600,90300,88000,2942484,88400,1200
2018.03.20,88900,89700,88000,3083666,89600,300
2018.03.19,90200,91500,89500,3743718,89900,100
2018.03.16,88500,89900,87200,5006430,89800,200
2018.03.15,90300,90500,88600,4106667,89600,1100
2018.03.14,89300,90900,89200,5939290,90700,700
2018.03.13,88000,90000,87600,8775741,90000,5100
2018.03.12,84900,85600,84300,2744795,84900,1600
2018.03.08,83900,84300,81800,4440076,83500,800
2018.03.07,83600,83900,82400,4992841,82700,300
2018.03.06,80100,82500,80000,7588369,82400,4100
2018.03.05,77500,78900,77100,3415061,78300,900
2018.03.02,76300,77800,75900,2673152,77400,600
2018.02.28,78600,79200,76600,3102987,76800,1900
2018.02.27,78700,79200,78400,3395415,78700,1200
2018.02.26,78300,78500,77200,2327486,77500,200
2018.02.23,76100,77600,76000,2404473,77300,1400
